id,utterance,logical_form
3563,"what is the thinnest thing on the bathroom cabinet
","( say ( lambda $1 e ( and ( thinnest $1 ) ( at $1 "" <location> "" ) ) ) )
"
3564,"What are the lightest objects on this desk please?
","( say ( lambda $1 e ( and ( lightest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3565,"Find the bathroom. get Tracy, speak about yourself
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3566,"Go to the toilet, meet the milk, go with the milk.
","UNKNOWN
"
3567,"tell me about the three biggest objects on the bed
","( say ( lambda $1 e ( biggest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3568,"What is the pose of the person in the living room?
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( pose $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
3569,"How many people are lying down in the dining room?
","( say ( count ( lambda $1 e ( person $1 ) ( lying $1 ) ( at $1 "" <room> "" ) ) ) )
"
3570,"how many people are laying down in the living room
","( say ( count ( lambda $1 e ( person $1 ) ( lying $1 ) ( at $1 "" <room> "" ) ) ) )
"
3571,"Go to the corridor and answer the person lying down
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( lying $1 ) ( at $1 "" <room> "" ) ) )
"
3572,"What's the number of cookies on the cutlery drawer?
","( say ( count ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ) )
"
3573,"What are the three biggest things on the microwave?
","( say ( lambda $1 e ( biggest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3574,"Inform me of the three skinniest items on the desk.
","( say ( lambda $1 e ( thinnest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3575,"Peyton is at the freezer follow them to the bedroom
","( sequence ( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ) ( go "" <room> "" ) )
"
3576,"show Peyton the way from the dishwasher to the sink
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3577,"Go bring me the largest item from the coffee table.
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( biggest $1 ) ) "" <location> "" )
"
3578,"Bring the heaviest objects on the towel rack to me.
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( heaviest $1 ) ) "" <location> "" )
"
3579,"Please locate three items that are in the bathroom.
","( find ( lambda $1 e ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) 3 )
"
3580,"find and tell someone about yourself in the kitchen
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3581,"Bring me the largest object you find in the cabinet
","( bring ( lambda $1 e ( largest $1 ) ) "" <location> "" )
"
3582,"disclose to me what's the heaviest item on the sofa
","( say ( lambda $1 e ( and ( heaviest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3583,"Move the napkin from the nightstand to the cabinet.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3584,"On the nightstand there is a napkin, please take it
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3585,"what is the smallest thing you see on the fireplace
","( say ( lambda $1 e ( and ( smallest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3586,"Answer the question for the boy in the living room.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3587,"LOCATE A MAN IN THE CORRIDOR AND ANSWER A QUESTION.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3588,"find a boy in the dining room and answer a question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3589,"Go to freezer and give me the lightest thing in it.
","( bring ( lambda $1 e ( lightest $1 ) ) "" <location> "" )
"
3590,"I'd like the biggest objects on the TV couch thanks
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( largest $1 ) ) "" <location> "" )
"
3591,"remind me what the smallest object on the toilet is
","( say ( lambda $1 e ( and ( smallest $1 ) ( at $1 "" <location> "" ) ) ) )
"
3592,"I would like for you to give the cereal to the tub.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
3593,"go to the dresser bring me what under the tea spoon
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( below $1 $2 ) ) ) "" <location> "" )
"
3594,"Go in wardrobe and take object behind cereal to me.
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( behind $1 $2 ) ) ) "" <location> "" )
"
3595,"Let me know what the smallest item on the drawer is
","( say ( lambda $1 e ( and ( thinnest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3596,"Find the pickles near the desk and bring them to me
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
3597,"Take the cookies from the sink and give them to me.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
3598,"Which are the three biggest objects on the cabinet?
","( say ( lambda $1 e ( biggest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3599,"what are the three smallest things on the fireplace
","( say ( lambda $1 e ( smallest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3600,"go to the living room and tell me the person's pose
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( pose $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
3601,"Answer a question of the person in the dinning room.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3602,"Locate someone in the bedroom and answer a question.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3603,"Pick up the thing next to the pear on the bookshelf.
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( right_of $1 $2 ) ) ) "" <location> "" )
"
3604,"Can you please get the pickles and give them to Alex
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ) )
"
3605,"Bring Jamie from the dining table to the side table.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3606,"Help Alex get from the drawer to the shower, please.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3607,"find Tracy at he fridge and guide them to nightstand
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3608,"Answer the question for the girl in the dining room.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
3609,"Find the lady in the kitchen and answer her question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
3610,"Go answer a question from a girl in the dining room.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
3611,"Go the the dining room and answer the girls question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
3612,"Go to bedroom to locate a woman to answer a question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
3613,"Go to the side table and bring me the largest items.
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( biggest $1 ) ) "" <location> "" )
"
3614,"Please hand me the largest objects from the armchair
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( biggest $1 ) ) "" <location> "" )
"
3615,"Name an object that weighs the most in the wardrobe.
","( say ( lambda $1 e ( and ( heaviest $1 ) ( at $1 "" <location> "" ) ) ) )
"
3616,"bring me the heaviest objects from the coffee table.
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( heaviest $1 ) ) "" <location> "" )
"
3617,"go to the towel rack and bring me the heaviest thing
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( heaviest $1 ) ) "" <location> "" )
"
3618,"Which are the three lightest objects on the counter?
","( say ( lambda $1 e ( lightest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3619,"On the cutlery drawer, which item weights the least?
","( say ( lambda $1 e ( and ( lightest $1 ) ( at $1 "" <location> "" ) ) ) )
"
3620,"Find the person at the chair and tell me their name.
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
3621,"The person in the kitchen please tell me their name.
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
3622,"Say the current week day to a person in the bedroom.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3623,"find way to corridor, find a person and tell the day
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3624,"Go to the cupboard with michael and follow him back.
","( lambda $1 e ( sequence ( follow ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ( guide $1 "" current "" ) ) )
"
3625,"What are the three lightest objects on the armchair?
","( say ( lambda $1 e ( lightest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3626,"what are the smallest objects objects on the fridge?
","( say ( lambda $1 e ( and ( smallest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3627,"Find the male in the bedroom and ask him a question.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3628,"go to the boy from the bedroom and ask him something
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3629,"Can you bring me the lightest item in the microwave?
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( lightest $1 ) ) "" <location> "" )
"
3630,"On the baby chair, which three items weigh the most?
","( say ( lambda $1 e ( heaviest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3631,"Pick up the choco flakes and put it on the fireplace
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
3632,"Show me the thinnest object on the bathroom cabinet.
","( say ( lambda $1 e ( and ( thinnest $1 ) ( at $1 "" <location> "" ) ) ) )
"
3633,"get the item behind the shampoo that is on the stove
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( behind $1 $2 ) ) ) "" <location> "" )
"
3634,"Find Morgan in the living room and then tell a joke.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3635,"Find Taylor in the bathroom and state what day it is
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3636,"Go to the dining room and tell Robin what day it is.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3637,"Tell Tracy what day it is she is in the living room.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3638,"Please find the cereal in the armchair and follow it
","UNKNOWN
"
3639,"please go to the sink, find the peach, and follow it
","UNKNOWN
"
3640,"of the people in the dining room, how many are male?
","( say ( count ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) ) )
"
3641,"In the bedroom, how many people are there lying down
","( say ( count ( lambda $1 e ( person $1 ) ( lying $1 ) ( at $1 "" <room> "" ) ) ) )
"
3642,"find a person in the living room to answer a question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( lying $1 ) ( at $1 "" <room> "" ) ) )
"
3643,"Answer the question of the person in the dining room.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3644,"give napkin to the person on the left in the bathroom
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( is $1 "" <gesture> "" ) ( at $1 "" <room> "" ) ) )
"
3645,"Count the objects on the baby chair and come tell me.
","( count ( lambda $1 e ( and ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3646,"Find Jamie at the tv couch and lead them to the stove
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3647,"LOOK FOR A GIRL IN THE KITCHEN AND ANSWER A QUESTION.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
3648,"answer the question to a female person in the kitchen
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
3649,"what are the three lightest items on the middle table
","( say ( lambda $1 e ( lightest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3650,"What are the heaviest things on the fireplace please?
","( say ( lambda $1 e ( heaviest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3651,"GO to dining room and find a person, then tell a joke
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3652,"whats the biggest thing on top of the washing machine
","( say ( lambda $1 e ( and ( largest $1 ) ( at $1 "" <location> "" ) ) ) )
"
3653,"Find Alex at the microwave go with them and come back
","( lambda $1 e ( sequence ( follow ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) ( guide $1 "" current "" ) ) )
"
3654,"Which are the three thinnest things in the microwave?
","( say ( lambda $1 e ( lightest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3655,"What are the smallest objects at the washing machine?
","( say ( lambda $1 e ( and ( smallest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3656,"Find the male in the corridor and answer his question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3657,"Look for a boy in the bedroom and answer his question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3658,"What are the three heaviest objects on the microwave?
","( say ( lambda $1 e ( heaviest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3659,"Tell me the three largest objects on the chair Robot.
","( say ( lambda $1 e ( largest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3660,"could you meet tracy and the side table and guide her
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) UNKNOWN )
"
3661,"go to the bathroom get morgan and have her follow you
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) UNKNOWN )
"
3662,"Deliver me the item behind the apple from the dresser
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( behind $1 $2 ) ) ) "" <location> "" )
"
3663,"retrieve object behind bowl from the washing machine.
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( behind $1 $2 ) ) ) "" <location> "" )
"
3664,"Tell me what the lightest objects on the wardrobe are
","( say ( lambda $1 e ( and ( lightest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3665,"reveal to me what's the slender article on the drawer
","( say ( lambda $1 e ( and ( thinnest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3666,"Get the teaspoon from the cupboard and give it to me.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
3667,"could you go to the cupboard and get me the tea spoon
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
3668,"Find Alex in the corridor and tell him what day it is
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3669,"Find Tracy in the living room, and say what day it is
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3670,"Move to bathroom, locate Tracy and provide self fact.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3671,"Please get to the sink d meet the peach and follow it
","UNKNOWN
"
3672,"what are the three tiny little items in the fireplace
","( say ( lambda $1 e ( smallest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3673,"Answer the question of the person lying in the kitchen
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( lying $1 ) ( at $1 "" <room> "" ) ) )
"
3674,"Answer the question the person in the dining room has.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3675,"Find someone in the bedroom and answer their question.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3676,"Find your way to the bedroom,locate someone and answer
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3677,"find a person in the bathroom to answer their question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3678,"go to the person in the bathroom and answer a question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3679,"Can you count how many cokes there are on the freezer?
","( say ( count ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) ) )
"
3680,"Identify the three biggest objects from the bookshelf.
","( say ( lambda $1 e ( biggest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3681,"Give the bown to the person in the living room waving.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( is $1 "" <gesture> "" ) ( at $1 "" <room> "" ) ) )
"
3682,"please show alex the way from the drawer to the shower
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3683,"what's the object on the cupboard that weighs the most
","( say ( lambda $1 e ( and ( heaviest $1 ) ( at $1 "" <location> "" ) ) ) )
"
3684,"from the word that is in the bedroom, tell me the name
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
3685,"Of the objects in the bedroom, could you locate three?
","( find ( lambda $1 e ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) 3 )
"
3686,"Go to the dining room, find a person, tell them a joke
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3687,"The person in the bathroom, please tell them the time.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3688,"What are the three lightest items sitting on the table
","( say ( lambda $1 e ( lightest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3689,"Move the chips from the bathroom cabinet to the drawer
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3690,"Put the towel that is by the fridge on the towel rack.
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3691,"Find a boy in the living room and answer his question.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3692,"Please bring me the lightest thing on the coffee table
","( bring ( lambda $1 e ( lightest $1 ) ) "" <location> "" )
"
3693,"Can you list the three largest objects on the cabinet?
","( say ( lambda $1 e ( largest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3694,"Bring me the thing under the napkin from the armchair.
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( below $1 $2 ) ) ) "" <location> "" )
"
3695,"Robot, what are the lightest things in the dishwasher?
","( say ( lambda $1 e ( and ( lightest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3696,"Go to the corridor and explain what day it is to Alex.
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3697,"Which three objects on the fireplace are the smallest?
","( say ( lambda $1 e ( smallest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3698,"Relay to me how many people in the hall are not girls.
","( say ( count ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) ) )
"
3699,"of the people in the bedroom, how many are lying down?
","( say ( count ( lambda $1 e ( person $1 ) ( lying $1 ) ( at $1 "" <room> "" ) ) ) )
"
3700,"Find someone in the corridor and answer their question.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3701,"Count the objects in the freezer and tell me the result
","( count ( lambda $1 e ( and ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3702,"Bring Michael from the center table to the dining table
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
3703,"Please find a girl in the bedroom and answer a question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
3704,"go to the kitchen, find a girl and answer her question.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
3705,"Bring me the biggest objects that are on the side table
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( biggest $1 ) ) "" <location> "" )
"
3706,"I'd like the heaviest things from the towel rack please
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( heaviest $1 ) ) "" <location> "" )
"
3707,"what are the three lightest objects on the coffee table
","( say ( lambda $1 e ( lightest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3708,"Go to the living room and tell me who is there by name.
","( say ( lambda $1 e ( lambda $2 e ( person $2 ) ( name $2 $1 ) ( at $2 "" <room> "" ) ) ) )
"
3709,"Go to the bedroom, and tell someone the day of the week
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3710,"Take the big dish and give it to Morgan at the freezer.
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
3711,"Detail the largest object located on the cutlery drawer
","( say ( lambda $1 e ( and ( largest $1 ) ( at $1 "" <location> "" ) ) ) )
"
3712,"What are the three largest things on the cutlery drawer
","( say ( lambda $1 e ( lightest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3713,"from the cabinet tell me which are the smallest objects
","( say ( lambda $1 e ( and ( smallest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
3714,"Find the boy in the living room and answer his question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3715,"look for a man in the living room and answer a question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
3716,"Locate the person lying in the kitchen and say what day
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( lying $1 ) ( at $1 "" <room> "" ) ) )
"
3717,"what are the three heaviest objects on the coffee table
","( say ( lambda $1 e ( heaviest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3718,"Which of the three objects on the chair is the largest?
","( say ( lambda $1 e ( largest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3719,"Look on the counter and tell me which item is littlest.
","( say ( lambda $1 e ( and ( smallest $1 ) ( at $1 "" <location> "" ) ) ) )
"
3720,"Please go to the side table and meet then guide  Tracy.
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) UNKNOWN )
"
3721,"Take the choco cereal and place it inside the fireplace
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
3722,"answer the question of someone sanding in the corridor.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( standing $1 ) ( at $1 "" <room> "" ) ) )
"
3723,"Get the soap in the sink and bring it to the towel rack
","UNKNOWN
"
3724,"Go to the coffee table, meet the objects, and follow it
","UNKNOWN
"
3725,"Please carry the water from the bed to the coffee table
","UNKNOWN
"
3726,"Please tell me the three biggest things on that cabinet
","( say ( lambda $1 e ( biggest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3727,"Robot, name the three biggest objects on the microwave.
","( say ( lambda $1 e ( biggest $1 3 ) ( at $1 "" <location> "" ) ) )
"
3728,"Say how many people are on the floor of the dining room
","( say ( count ( lambda $1 e ( person $1 ) ( lying $1 ) ( at $1 "" <room> "" ) ) ) )
"
3729,"TELL ME THE NUMBER OF PEOPLE LYING DOWN IN THE BEDROOM.
","( say ( count ( lambda $1 e ( person $1 ) ( lying $1 ) ( at $1 "" <room> "" ) ) ) )
"
3730,"Answer the question of the person waving in the kitchen.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( is $1 "" <gesture> "" ) ( at $1 "" <room> "" ) ) )
"
3731,"Answer the question the perosn in the kitchen is asking.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3732,"Go into the bedroom, find someone, and answer a question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3733,"The person in the living room has a question, answer it.
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
3734,"what are the three largest items on top of the microwave
","( say ( lambda $1 e ( biggest $1 3 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) )
"
3735,"Locate a woman in the kitchen and then answer a question
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
3736,"Go to the side table and give the largest objects to me.
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( biggest $1 ) ) "" <location> "" )
"
3737,"Please bring me the largest objects from the side table.
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( biggest $1 ) ) "" <location> "" )
"
3738,"What is the object in the cupboard that is the heaviest?
","( say ( lambda $1 e ( and ( heaviest $1 ) ( at $1 "" <location> "" ) ) ) )
"
3739,"reveal to me what's the heaviest article on the cupboard
","( say ( lambda $1 e ( and ( heaviest $1 ) ( at $1 "" <location> "" ) ) ) )
"
3740,"What is the lightest thing on the cutlery drawer please?
","( say ( lambda $1 e ( and ( lightest $1 ) ( at $1 "" <location> "" ) ) ) )
"
3741,"Go towards the bathroom and tell a person about yourself
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
